_id|_labels|CENTROID|CFS_AREA|DESCRIPTION|FULL_GEOID|INTPTLAT|INTPTLON|MA|NAME|STATE|STUSPS|_start|_end|_type
60|:MetroArea|{"crs":"wgs-84","latitude":38.78516109834647,"longitude":-76.60413027505926,"height":null}|24-99999|Remainder of Maryland, Maryland|E330000US2499999999|+38.2221332|-075.3099315|99999|Maryland|24|MD|||
61|:MetroArea|{"crs":"wgs-84","latitude":26.536952965643867,"longitude":-80.50747819739577,"height":null}|12-370|Miami-Fort Lauderdale-Port St. Lucie, FL CFS Area; Florida|E330000US1237000000|+26.1935353|-080.4766834|370|Florida|12|FL|||
62|:MetroArea|{"crs":"wgs-84","latitude":39.91806836112851,"longitude":-116.84308958964336,"height":null}|32-99999|Remainder of Nevada, Nevada|E330000US3299999999|+39.5377100|-118.2641654|99999|Nevada|32|NV|||
63|:MetroArea|{"crs":"wgs-84","latitude":40.00740608112901,"longitude":-84.14462548419728,"height":null}|39-212|Dayton-Springfield-Sidney, OH CFS Area; Ohio|E330000US3921200000|+40.1327753|-083.7676037|212|Ohio|39|OH|||
64|:MetroArea|{"crs":"wgs-84","latitude":33.42022725559913,"longitude":-86.62142653051761,"height":null}|01-142|Birmingham-Hoover-Talladega, AL CFS Area; Alabama|E330000US0114200000|+33.9773575|-086.5664400|142|Alabama|01|AL|||
65|:MetroArea|{"crs":"wgs-84","latitude":33.028203198958366,"longitude":-116.77020744456784,"height":null}|06-41740|San Diego-Carlsbad, CA CFS Area; California|E330000US0699941740|+33.0236041|-116.7761174|41740|California|06|CA|||
66|:MetroArea|{"crs":"wgs-84","latitude":45.082711537974646,"longitude":-93.6542098793729,"height":null}|27-378|Minneapolis-St. Paul, MN-WI CFS Area (MN Part); Minnesota|E330000US2737800000|+45.9290434|-093.6329964|378|Minnesota|27|MN|||
67|:MetroArea|{"crs":"wgs-84","latitude":29.428763998763152,"longitude":-98.60226373470465,"height":null}|48-41700|San Antonio-New Braunfels, TX CFS Area; Texas|E330000US4899941700|+29.7563890|-099.2482849|41700|Texas|48|TX|||
68|:MetroArea|{"crs":"wgs-84","latitude":33.01650936248984,"longitude":-80.01058633198849,"height":null}|45-16700|Charleston-North Charleston, SC CFS Area; South Carolina|E330000US4599916700|+33.0821859|-080.4046966|16700|South Carolina|45|SC|||
69|:MetroArea|{"crs":"wgs-84","latitude":36.01086145274477,"longitude":-83.90851669908889,"height":null}|47-314|Knoxville-Morristown-Sevierville, TN CFS Area; Tennessee|E330000US4731400000|+36.1386970|-084.6392616|314|Tennessee|47|TN|||
70|:MetroArea|{"crs":"wgs-84","latitude":33.18571171701539,"longitude":-112.0705047774323,"height":null}|04-38060|Phoenix-Mesa-Scottsdale, AZ CFS Area; Arizona|E330000US0499938060|+32.9185385|-111.3663874|38060|Arizona|04|AZ|||
71|:MetroArea|{"crs":"wgs-84","latitude":47.44631079978634,"longitude":-100.46939254744275,"height":null}|38-99999|Remainder of North Dakota, North Dakota|E330000US3899999999|+48.3769789|-097.7222304|99999|North Dakota|38|ND|||
72|:MetroArea|{"crs":"wgs-84","latitude":42.99520259867258,"longitude":-85.96056265781228,"height":null}|26-266|Grand Rapids-Wyoming-Muskegon, MI CFS Area; Michigan|E330000US2626600000|+42.9424607|-086.6549462|266|Michigan|26|MI|||
73|:MetroArea|{"crs":"wgs-84","latitude":30.12036001546291,"longitude":-81.75509891152416,"height":null}|12-300|Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part); Florida|E330000US1230000000|+29.8906441|-081.3839483|300|Florida|12|FL|||
74|:MetroArea|{"crs":"wgs-84","latitude":38.723536440430564,"longitude":-111.29132501737533,"height":null}|49-99999|Remainder of Utah, Utah|E330000US4999999999|+41.6275976|-111.2402269|99999|Utah|49|UT|||
75|:MetroArea|{"crs":"wgs-84","latitude":38.76568492954008,"longitude":-84.39537679274518,"height":null}|21-178|Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (KY Part); Kentucky|E330000US2117800000|+38.7601027|-084.8621525|178|Kentucky|21|KY|||
76|:MetroArea|{"crs":"wgs-84","latitude":38.927098716573326,"longitude":-77.0537015798004,"height":null}|24-47900|Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (MD Part); Maryland|E330000US2454847900|+38.5226111|-076.5294935|47900|Maryland|24|MD|||
77|:MetroArea|{"crs":"wgs-84","latitude":42.16595288997961,"longitude":-71.07617003204302,"height":null}|25-148|Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (MA Part); Massachusetts|E330000US2514800000|+42.3385513|-071.0182530|148|Massachusetts|25|MA|||
78|:MetroArea|{"crs":"wgs-84","latitude":41.11786164030576,"longitude":-85.19941141365682,"height":null}|18-258|Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana|E330000US1825800000|+41.6434670|-085.0024051|258|Indiana|18|IN|||
79|:MetroArea|{"crs":"wgs-84","latitude":37.423409434611486,"longitude":-79.18093485689775,"height":null}|51-99999|Remainder of Virginia, Virginia|E330000US5199999999|+37.2853329|-080.0552407|99999|Virginia|51|VA|||
80|:MetroArea|{"crs":"wgs-84","latitude":30.27784687409182,"longitude":-94.07182082107033,"height":null}|48-13140|Beaumont-Port Arthur, TX CFS Area; Texas|E330000US4899913140|+30.1223229|-093.8940999|13140|Texas|48|TX|||
81|:MetroArea|{"crs":"wgs-84","latitude":39.30554235537412,"longitude":-76.55100876569374,"height":null}|24-12580|Baltimore-Columbia-Towson, MD CFS Area; Maryland|E330000US2454812580|+39.3000324|-076.6104761|12580|Maryland|24|MD|||
82|:MetroArea|{"crs":"wgs-84","latitude":42.533575837434576,"longitude":-83.43650552002904,"height":null}|26-220|Detroit-Warren-Ann Arbor, MI CFS Area; Michigan|E330000US2622000000|+42.2846636|-083.2619533|220|Michigan|26|MI|||
83|:MetroArea|{"crs":"wgs-84","latitude":37.46178008147988,"longitude":-77.47303783438363,"height":null}|51-40060|Richmond, VA CFS Area; Virginia|E330000US5199940060|+37.7602149|-077.4913168|40060|Virginia|51|VA|||
84|:MetroArea|{"crs":"wgs-84","latitude":43.09803215820306,"longitude":-88.07963656907683,"height":null}|55-376|Milwaukee-Racine-Waukesha, WI CFS Area; Wisconsin|E330000US5537600000|+42.6681095|-088.5417306|376|Wisconsin|55|WI|||
85|:MetroArea|{"crs":"wgs-84","latitude":38.53947249484953,"longitude":-98.66692591772593,"height":null}|20-99999|Remainder of Kansas, Kansas|E330000US2099999999|+37.8793472|-096.2417321|99999|Kansas|20|KS|||
86|:MetroArea|{"crs":"wgs-84","latitude":63.6656181115446,"longitude":-151.4411407700289,"height":null}|02-99999|Remainder of Alaska, Alaska|E330000US0299999999|+55.4499378|-131.1066847|99999|Alaska|02|AK|||
87|:MetroArea|{"crs":"wgs-84","latitude":31.29080320221162,"longitude":-92.28691234661146,"height":null}|22-99999|Remainder of Louisiana, Louisiana|E330000US2299999999|+32.8293486|-092.3756501|99999|Louisiana|22|LA|||
88|:MetroArea|{"crs":"wgs-84","latitude":38.01718180574839,"longitude":-85.60799331793466,"height":null}|21-350|Louisville/Jefferson County-Elizabethtown-Madison, KY-IN CFS Area (KY Part); Kentucky|E330000US2135000000|+37.9699280|-085.7026414|350|Kentucky|21|KY|||
89|:MetroArea|{"crs":"wgs-84","latitude":34.421300996761985,"longitude":-106.1084438814342,"height":null}|35-99999|Remainder of New Mexico, New Mexico|E330000US3599999999|+34.3592729|-104.3686961|99999|New Mexico|35|NM|||
90|:MetroArea|{"crs":"wgs-84","latitude":41.32852968377997,"longitude":-87.12491498885694,"height":null}|18-176|Chicago-Naperville, IL-IN-WI CFS Area (IN Part); Indiana|E330000US1817600000|+41.0176883|-087.1188137|176|Indiana|18|IN|||
91|:MetroArea|{"crs":"wgs-84","latitude":35.511485062247424,"longitude":-97.75633543594901,"height":null}|40-99999|Remainder of Oklahoma, Oklahoma|E330000US4099999999|+35.8980428|-094.6510258|99999|Oklahoma|40|OK|||
92|:MetroArea|{"crs":"wgs-84","latitude":39.81678281107748,"longitude":-104.76575196452116,"height":null}|08-216|Denver-Aurora, CO CFS Area; Colorado|E330000US0821600000|+39.1189141|-105.7176479|216|Colorado|08|CO|||
93|:MetroArea|{"crs":"wgs-84","latitude":46.034388710705784,"longitude":-122.27583882507123,"height":null}|53-440|Portland-Vancouver-Salem, OR-WA CFS Area (WA Part); Washington|E330000US5344000000|+46.1967854|-122.6784596|440|Washington|53|WA|||
94|:MetroArea|{"crs":"wgs-84","latitude":37.416143465639934,"longitude":-85.30178058226437,"height":null}|21-99999|Remainder of Kentucky, Kentucky|E330000US2199999999|+36.7272577|-085.1360977|99999|Kentucky|21|KY|||
95|:MetroArea|{"crs":"wgs-84","latitude":42.9995378751162,"longitude":-107.55139517315554,"height":null}|56-99999|Remainder of Wyoming, Wyoming|E330000US5699999999|+42.2299932|-110.6829614|99999|Wyoming|56|WY|||
96|:MetroArea|{"crs":"wgs-84","latitude":43.2587113949856,"longitude":-75.63445288978912,"height":null}|36-99999|Remainder of New York, New York|E330000US3699999999|+42.2667252|-077.3855253|99999|New York|36|NY|||
97|:MetroArea|{"crs":"wgs-84","latitude":36.18027047600835,"longitude":-95.96974818678031,"height":null}|40-538|Tulsa-Muskogee-Bartlesville, OK CFS Area; Oklahoma|E330000US4053800000|+35.6175506|-095.3839106|538|Oklahoma|40|OK|||
98|:MetroArea|{"crs":"wgs-84","latitude":37.55432803654851,"longitude":-97.29592688120051,"height":null}|20-556|Wichita-Arkansas City-Winfield, KS CFS Area; Kansas|E330000US2055600000|+37.2345068|-096.8372468|556|Kansas|20|KS|||
99|:MetroArea|{"crs":"wgs-84","latitude":33.77894607531999,"longitude":-80.59020920630323,"height":null}|45-99999|Remainder of South Carolina, South Carolina|E330000US4599999999|+34.6893424|-081.1612488|99999|South Carolina|45|SC|||
100|:MetroArea|{"crs":"wgs-84","latitude":44.38905511804843,"longitude":-114.6594150607024,"height":null}|16-99999|Remainder of Idaho, Idaho|E330000US1699999999|+43.7969649|-112.3185879|99999|Idaho|16|ID|||
101|:MetroArea|{"crs":"wgs-84","latitude":28.125538832263146,"longitude":-82.46403940165516,"height":null}|12-45300|Tampa-St. Petersburg-Clearwater, FL CFS Area; Florida|E330000US1299945300|+28.5730426|-082.4662272|45300|Florida|12|FL|||
102|:MetroArea|{"crs":"wgs-84","latitude":31.51308270260307,"longitude":-105.54104670132979,"height":null}|48-238|El Paso-Las Cruces, TX-NM CFS Area (TX Part); Texas|E330000US4823800000|+31.4508678|-105.3775489|238|Texas|48|TX|||
103|:MetroArea|{"crs":"wgs-84","latitude":42.14898251729567,"longitude":-72.31508201502001,"height":null}|25-99999|Remainder of Massachusetts, Massachusetts|E330000US2599999999|+42.3394593|-072.6636936|99999|Massachusetts|25|MA|||
104|:MetroArea|{"crs":"wgs-84","latitude":45.27432853115197,"longitude":-69.20275986248804,"height":null}|23-99999|Remainder of Maine, Maine|E330000US2399999999|+44.1676811|-070.2074347|99999|Maine|23|ME|||
105|:MetroArea|{"crs":"wgs-84","latitude":43.987182843682476,"longitude":-71.64327250494938,"height":null}|33-99999|Remainder of New Hampshire, New Hampshire|E330000US3399999999|+43.9264394|-071.8424220|99999|New Hampshire|33|NH|||
106|:MetroArea|{"crs":"wgs-84","latitude":40.985570321660504,"longitude":-75.35880414750629,"height":null}|42-408|New York-Newark, NY-NJ-CT-PA CFS Area (PA Part); Pennsylvania|E330000US4240800000|+41.0562401|-075.3290651|408|Pennsylvania|42|PA|||
107|:MetroArea|{"crs":"wgs-84","latitude":38.64256703290078,"longitude":-80.61370688872734,"height":null}|54-99999|Remainder of West Virginia, West Virginia|E330000US5499999999|+38.3326060|-080.0101207|99999|West Virginia|54|WV|||
108|:MetroArea|{"crs":"wgs-84","latitude":39.151994381205306,"longitude":-94.27524649060874,"height":null}|29-312|Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part); Missouri|E330000US2931200000|+38.7415280|-093.8118634|312|Missouri|29|MO|||
109|:MetroArea|{"crs":"wgs-84","latitude":39.98258802067249,"longitude":-82.77116421051375,"height":null}|39-198|Columbus-Marion-Zanesville, OH CFS Area; Ohio|E330000US3919800000|+39.5552462|-083.4618927|198|Ohio|39|OH|||
110|:MetroArea|{"crs":"wgs-84","latitude":44.43613340579776,"longitude":-100.23045806123564,"height":null}|46-99999|Remainder of South Dakota, South Dakota|E330000US4699999999|+43.6674723|-096.7957261|99999|South Dakota|46|SD|||
111|:MetroArea|{"crs":"wgs-84","latitude":40.49711055237335,"longitude":-79.76401916791023,"height":null}|42-430|Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (PA Part); Pennsylvania|E330000US4243000000|+40.6841401|-080.3507209|430|Pennsylvania|42|PA|||
